Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,OverTime,SalaryIncrease,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,HighPerformance
39,Yes,Travel_Rarely,Sales,8,3,4,Male,3,Sales Representative,4,Married,2086,3,Y,No,14,3,1,19,6,4,1,0,0,0,0
20,Yes,Travel_Rarely,Research & Development,16,1,4,Male,3,Research Scientist,3,Single,1009,1,Y,Yes,11,4,0,1,5,3,1,0,1,1,0
44,No,Non-Travel,Research & Development,8,3,3,Male,2,Laboratory Technician,3,Single,3162,3,Y,No,14,4,0,7,5,3,5,2,0,3,0
34,No,Travel_Rarely,Research & Development,32,3,3,Female,4,Research Scientist,3,Married,2585,0,Y,No,17,4,0,2,5,2,1,0,0,0,0
50,Yes,Travel_Rarely,Sales,45,3,4,Male,2,Sales Executive,1,Divorced,10854,4,Y,Yes,13,2,1,20,3,3,3,2,2,0,0
45,No,Travel_Frequently,Research & Development,2,4,2,Male,3,Healthcare Representative,3,Single,5399,4,Y,No,12,3,0,12,3,3,4,2,0,3,0
22,No,Travel_Rarely,Research & Development,31,1,3,Male,3,Research Scientist,4,Married,2323,1,Y,No,24,1,2,2,6,3,2,2,2,2,1
23,No,Travel_Rarely,Research & Development,14,1,2,Male,3,Laboratory Technician,1,Married,2500,1,Y,No,14,4,1,5,2,4,4,3,0,2,0
43,No,Travel_Frequently,Research & Development,16,4,3,Female,2,Laboratory Technician,3,Divorced,5257,1,Y,No,11,2,1,9,3,4,9,7,0,0,0
34,No,Travel_Rarely,Research & Development,3,4,4,Male,4,Research Scientist,4,Married,2932,0,Y,Yes,14,1,3,6,3,3,5,0,1,2,0
34,No,Travel_Rarely,Sales,13,2,3,Female,3,Sales Executive,1,Married,6500,5,Y,No,17,2,1,6,1,3,3,2,1,2,0
42,No,Travel_Rarely,Sales,6,4,2,Male,3,Sales Executive,1,Single,5155,7,Y,No,13,4,0,9,3,4,6,4,1,5,0
46,No,Travel_Rarely,Sales,5,1,1,Male,3,Manager,3,Married,17465,3,Y,No,12,4,1,23,3,3,12,9,4,9,0
35,No,Non-Travel,Research & Development,3,2,2,Male,3,Manufacturing Director,4,Divorced,5762,2,Y,No,14,3,1,15,6,3,7,7,1,7,0
40,No,Travel_Frequently,Sales,3,4,2,Male,3,Sales Executive,2,Married,4327,5,Y,No,12,4,3,5,2,3,0,0,0,0,0
42,No,Non-Travel,Research & Development,3,1,3,Male,3,Manager,3,Married,17861,0,Y,Yes,13,4,0,21,3,2,20,8,2,10,0
50,Yes,Travel_Rarely,Sales,5,2,1,Male,2,Sales Representative,3,Married,2683,1,Y,Yes,14,3,0,3,2,3,3,2,0,2,0
47,No,Travel_Frequently,Research & Development,26,4,3,Male,4,Manufacturing Director,3,Divorced,5067,1,Y,Yes,19,3,0,20,3,4,19,10,2,7,0
59,No,Travel_Frequently,Sales,2,1,1,Female,2,Sales Executive,3,Single,5473,7,Y,No,11,4,0,20,2,2,4,3,1,3,0
37,No,Non-Travel,Research & Development,40,5,2,Female,3,Research Scientist,3,Married,4449,3,Y,Yes,15,1,2,15,2,3,13,11,10,7,0
38,No,Travel_Rarely,Sales,26,3,2,Female,3,Sales Executive,2,Single,4198,2,Y,No,12,2,0,8,5,4,3,2,1,2,0
38,No,Travel_Rarely,Research & Development,10,2,4,Female,2,Laboratory Technician,3,Married,3702,1,Y,No,11,2,1,5,3,3,5,4,0,4,0
39,No,Travel_Frequently,Research & Development,11,2,3,Male,2,Manager,4,Married,19272,1,Y,No,15,1,1,21,2,3,21,9,13,3,0
42,No,Travel_Rarely,Sales,8,2,4,Male,3,Manager,3,Married,18303,6,Y,No,13,2,0,21,3,4,1,0,0,0,0
23,No,Travel_Rarely,Research & Development,16,1,1,Male,4,Research Scientist,3,Single,3505,1,Y,No,18,4,0,2,3,3,2,2,0,2,0
31,Yes,Travel_Rarely,Research & Development,13,3,1,Female,2,Research Scientist,2,Single,1261,1,Y,No,12,3,0,1,3,4,1,0,0,0,0
27,No,Non-Travel,Research & Development,14,3,4,Male,3,Research Scientist,2,Divorced,2024,6,Y,No,18,4,1,6,1,1,2,2,2,2,0
50,No,Travel_Rarely,Research & Development,39,3,4,Male,3,Manufacturing Director,3,Married,13973,3,Y,Yes,18,4,1,22,2,3,12,11,1,5,0
41,No,Travel_Rarely,Sales,3,5,2,Female,3,Manager,1,Married,16595,7,Y,No,16,2,1,22,2,3,18,16,11,8,0
34,Yes,Travel_Frequently,Human Resources,37,3,2,Female,3,Human Resources,1,Divorced,9950,9,Y,Yes,15,3,3,11,2,1,3,2,0,2,0
38,No,Travel_Rarely,Sales,2,4,4,Male,3,Sales Executive,2,Married,4440,0,Y,No,15,1,2,16,3,3,15,13,5,8,0
53,No,Travel_Rarely,Sales,13,3,1,Male,3,Sales Executive,4,Married,11836,5,Y,No,14,3,1,28,3,3,2,0,2,2,0
41,No,Travel_Rarely,Research & Development,45,4,1,Female,2,Manufacturing Director,2,Married,13570,0,Y,No,23,3,1,21,3,3,20,7,0,10,1
29,No,Travel_Rarely,Research & Development,14,4,4,Female,3,Laboratory Technician,3,Married,2974,9,Y,No,17,3,1,9,2,3,5,3,1,2,0
35,No,Travel_Frequently,Sales,29,5,2,Male,3,Sales Executive,1,Married,9069,1,Y,No,22,4,1,9,3,2,9,8,1,8,1
52,No,Non-Travel,Sales,47,4,1,Male,3,Sales Representative,4,Divorced,3482,2,Y,No,15,2,2,16,3,2,9,8,0,0,0
43,No,Travel_Frequently,Research & Development,45,3,2,Female,4,Research Scientist,3,Single,4739,4,Y,No,12,4,0,18,2,3,3,2,1,2,0
31,No,Travel_Rarely,Research & Development,42,1,1,Male,3,Research Scientist,3,Divorced,2911,1,Y,No,17,4,1,5,1,2,5,2,4,3,0
19,No,Travel_Rarely,Research & Development,40,3,2,Female,4,Research Scientist,4,Single,2994,1,Y,Yes,12,4,0,1,2,3,1,0,0,1,0
42,No,Travel_Rarely,Human Resources,3,1,3,Male,3,Human Resources,3,Divorced,2696,0,Y,Yes,11,3,1,4,5,3,3,2,1,0,0
28,No,Travel_Rarely,Human Resources,13,2,2,Male,2,Human Resources,4,Divorced,4936,1,Y,No,13,4,1,6,6,3,5,1,0,4,0
27,No,Travel_Rarely,Research & Development,31,3,4,Male,2,Laboratory Technician,1,Divorced,4066,1,Y,No,11,1,2,7,3,3,7,7,0,7,0
34,No,Travel_Rarely,Research & Development,16,3,2,Male,3,Laboratory Technician,2,Divorced,2008,1,Y,No,14,2,2,1,3,3,1,0,1,0,0
35,No,Travel_Rarely,Research & Development,2,3,2,Male,2,Research Scientist,3,Single,2859,1,Y,No,18,1,0,6,3,3,6,4,0,4,0
39,No,Travel_Rarely,Research & Development,3,4,4,Female,2,Healthcare Representative,3,Single,4553,1,Y,No,11,1,0,20,4,3,20,7,11,10,0
26,Yes,Non-Travel,Sales,47,2,2,Male,1,Sales Executive,1,Single,4969,8,Y,No,18,4,0,7,6,3,2,2,2,2,0
22,No,Travel_Rarely,Research & Development,13,1,2,Male,1,Laboratory Technician,1,Married,2451,1,Y,No,15,1,1,4,3,2,4,3,1,1,0
27,No,Travel_Rarely,Research & Development,3,4,1,Female,3,Manufacturing Director,4,Married,4227,0,Y,No,18,2,1,4,2,3,3,2,2,2,0
32,Yes,Travel_Rarely,Research & Development,2,3,4,Male,2,Laboratory Technician,3,Single,3730,0,Y,Yes,14,4,0,4,2,1,3,2,1,2,0
26,No,Travel_Rarely,Research & Development,27,4,4,Male,1,Laboratory Technician,3,Married,2305,1,Y,No,15,3,3,3,3,4,3,2,0,2,0
38,No,Travel_Frequently,Research & Development,13,3,4,Female,2,Research Scientist,2,Divorced,2133,1,Y,Yes,16,3,1,20,3,3,20,11,0,7,0
34,Yes,Travel_Rarely,Research & Development,10,1,2,Male,3,Research Scientist,1,Single,2960,2,Y,No,11,3,0,8,2,3,4,2,1,3,0
39,No,Travel_Rarely,Sales,34,4,1,Male,2,Sales Executive,4,Married,6120,3,Y,Yes,12,4,2,8,2,4,5,4,1,4,0
52,No,Travel_Rarely,Research & Development,10,2,4,Male,3,Research Scientist,1,Divorced,5577,3,Y,Yes,12,2,2,18,3,3,10,9,6,9,0
34,No,Travel_Frequently,Research & Development,24,3,2,Male,3,Research Director,1,Divorced,17007,7,Y,No,14,4,2,16,3,2,14,8,6,9,0
36,No,Travel_Rarely,Research & Development,10,3,4,Male,3,Laboratory Technician,4,Married,3210,0,Y,No,11,3,1,16,4,3,15,13,10,11,0
33,No,Travel_Rarely,Human Resources,3,3,2,Male,3,Human Resources,3,Married,3600,1,Y,No,13,4,1,5,2,3,5,4,1,4,0
40,No,Travel_Rarely,Research & Development,26,3,3,Female,3,Manufacturing Director,4,Single,7945,6,Y,Yes,15,4,0,18,2,2,4,2,3,3,0
35,No,Travel_Rarely,Sales,5,4,4,Male,3,Sales Executive,4,Divorced,7823,6,Y,No,13,2,1,12,2,3,10,9,0,8,0
26,No,Travel_Rarely,Research & Development,37,3,1,Female,3,Research Scientist,4,Divorced,2886,1,Y,No,22,2,2,3,3,1,3,2,0,2,1
43,No,Travel_Rarely,Research & Development,13,4,3,Female,3,Healthcare Representative,3,Divorced,4522,4,Y,Yes,14,4,0,8,3,3,5,2,0,2,0
36,Yes,Travel_Rarely,Sales,14,4,3,Male,2,Sales Representative,1,Single,3407,7,Y,No,23,2,0,10,4,3,5,3,0,3,1
37,No,Travel_Rarely,Research & Development,16,4,3,Male,3,Manufacturing Director,2,Single,4197,2,Y,Yes,12,4,0,18,2,2,1,0,0,1,0
40,No,Travel_Rarely,Research & Development,23,3,3,Male,2,Research Director,3,Single,19626,1,Y,No,14,1,0,21,2,4,20,7,4,9,0
35,Yes,Travel_Rarely,Sales,43,3,3,Male,3,Sales Executive,4,Single,5813,1,Y,Yes,18,4,0,10,2,3,10,7,7,7,0
38,No,Travel_Rarely,Research & Development,3,3,4,Male,3,Research Scientist,4,Single,3944,5,Y,Yes,11,3,0,6,3,3,3,2,1,2,0
38,No,Travel_Rarely,Sales,2,4,1,Female,2,Sales Executive,4,Single,8686,4,Y,No,22,3,0,12,2,4,8,3,0,7,1
43,No,Travel_Rarely,Research & Development,24,2,3,Male,2,Research Director,3,Married,17603,1,Y,No,24,1,1,14,3,3,14,10,6,11,1
31,No,Travel_Rarely,Research & Development,2,4,3,Male,3,Research Scientist,2,Single,2501,1,Y,No,17,2,0,1,4,3,1,1,1,0,0
44,Yes,Travel_Rarely,Research & Development,16,4,3,Male,3,Research Scientist,3,Single,2936,1,Y,Yes,11,3,0,6,4,3,6,4,0,2,0
34,No,Travel_Rarely,Research & Development,47,3,2,Male,3,Laboratory Technician,3,Married,5429,4,Y,No,13,1,2,10,1,3,8,7,7,7,0
54,No,Travel_Rarely,Research & Development,5,3,4,Male,3,Research Director,4,Married,17779,3,Y,No,14,1,0,36,2,3,10,9,0,9,0
31,No,Travel_Rarely,Research & Development,13,4,3,Female,3,Manufacturing Director,4,Single,4424,1,Y,No,23,4,0,11,2,3,11,7,1,8,1
35,No,Travel_Frequently,Research & Development,6,4,3,Male,3,Research Scientist,3,Single,4249,1,Y,Yes,11,2,0,9,3,3,9,6,1,1,0
38,No,Travel_Rarely,Research & Development,2,4,2,Female,4,Healthcare Representative,4,Single,7625,0,Y,No,13,3,0,10,4,2,9,7,1,8,0
45,No,Travel_Rarely,Research & Development,32,2,3,Male,3,Healthcare Representative,4,Married,13496,0,Y,Yes,14,2,0,21,2,3,20,7,4,10,0
33,No,Travel_Frequently,Sales,11,3,4,Female,3,Sales Executive,2,Married,4302,0,Y,No,17,3,1,4,3,3,3,2,0,2,0
39,No,Travel_Rarely,Research & Development,10,1,4,Male,2,Healthcare Representative,1,Married,9991,4,Y,No,15,1,1,9,5,3,7,7,1,7,0
38,No,Travel_Rarely,Sales,5,4,2,Male,3,Sales Executive,4,Single,6861,8,Y,Yes,12,3,0,19,1,3,1,0,0,0,0
30,No,Travel_Rarely,Sales,8,3,2,Female,3,Sales Executive,4,Married,9419,2,Y,No,12,3,1,12,2,3,10,9,7,4,0
42,No,Travel_Rarely,Sales,2,1,2,Male,3,Sales Executive,3,Married,4907,1,Y,No,25,3,0,20,3,3,20,16,11,6,1
42,No,Travel_Rarely,Sales,23,2,3,Female,2,Sales Executive,3,Single,6244,7,Y,No,17,1,0,10,6,3,5,4,0,3,0
27,No,Travel_Rarely,Research & Development,6,3,2,Female,3,Research Scientist,3,Single,2318,1,Y,No,19,3,0,1,2,3,1,1,0,0,0
35,Yes,Travel_Frequently,Sales,29,4,4,Female,3,Sales Executive,3,Married,4614,0,Y,Yes,18,3,1,5,0,2,4,2,3,2,0
45,No,Travel_Rarely,Sales,32,3,4,Female,3,Sales Executive,3,Single,4850,8,Y,No,15,3,0,8,3,3,5,3,0,1,0
48,Yes,Travel_Frequently,Sales,11,2,4,Female,3,Sales Representative,3,Married,2655,2,Y,Yes,11,3,2,19,3,3,9,7,7,7,0
47,No,Non-Travel,Research & Development,2,1,3,Female,3,Research Director,2,Married,11957,0,Y,No,18,1,2,14,3,1,13,8,5,12,0
30,No,Travel_Frequently,Research & Development,3,4,4,Female,2,Research Scientist,1,Single,4968,0,Y,No,16,4,0,10,2,3,9,7,0,7,0
30,No,Travel_Rarely,Research & Development,45,2,4,Female,3,Research Scientist,4,Married,5775,1,Y,No,13,4,2,11,2,3,10,8,1,9,0
33,No,Travel_Rarely,Research & Development,2,3,2,Female,2,Healthcare Representative,4,Single,6949,0,Y,No,14,1,0,6,3,3,5,0,1,4,0
39,No,Travel_Rarely,Sales,10,3,4,Male,4,Sales Executive,3,Married,8237,2,Y,No,11,1,1,11,3,3,7,6,7,6,0
25,No,Travel_Rarely,Sales,13,3,4,Male,4,Sales Executive,2,Married,4851,0,Y,No,22,3,1,4,4,3,3,2,1,2,1
42,No,Travel_Rarely,Research & Development,47,3,2,Male,1,Laboratory Technician,4,Single,4272,4,Y,No,19,1,0,16,3,3,1,0,0,0,0
53,No,Travel_Rarely,Research & Development,8,3,3,Female,3,Manager,3,Divorced,19094,4,Y,No,11,4,1,26,3,2,14,13,4,8,0
41,No,Travel_Rarely,Research & Development,14,4,3,Male,3,Laboratory Technician,1,Divorced,2289,1,Y,No,20,2,2,5,2,3,5,3,0,4,1
48,No,Travel_Frequently,Research & Development,6,5,3,Male,2,Manager,4,Married,15202,2,Y,No,25,2,1,23,3,3,2,2,2,2,1
36,No,Travel_Frequently,Human Resources,3,1,2,Male,2,Human Resources,4,Single,3886,1,Y,No,21,4,0,10,2,2,10,1,0,8,1
36,No,Travel_Rarely,Research & Development,16,3,4,Male,3,Healthcare Representative,1,Married,8321,7,Y,Yes,13,4,1,15,1,3,12,8,5,7,0
52,No,Non-Travel,Sales,3,4,1,Male,2,Manager,3,Single,19068,1,Y,Yes,18,4,0,33,2,4,33,7,15,12,0
44,No,Travel_Rarely,Research & Development,16,4,4,Male,3,Healthcare Representative,4,Married,6465,2,Y,Yes,13,4,0,9,5,4,4,2,1,3,0
36,No,Travel_Rarely,Sales,3,4,3,Female,3,Sales Representative,4,Single,4502,3,Y,No,15,3,0,17,2,2,13,7,6,7,0
31,No,Travel_Rarely,Sales,11,4,2,Male,2,Sales Representative,3,Married,2329,3,Y,No,15,2,0,13,2,4,7,7,5,2,0
43,No,Travel_Rarely,Research & Development,18,3,1,Male,3,Healthcare Representative,3,Married,7510,1,Y,No,17,2,1,10,1,3,10,9,0,9,0
36,No,Travel_Rarely,Human Resources,21,3,3,Male,3,Human Resources,2,Married,2143,4,Y,No,13,2,1,8,2,3,5,2,0,4,0
33,No,Non-Travel,Sales,35,2,3,Male,3,Sales Executive,2,Married,6146,0,Y,No,13,1,1,8,2,4,7,7,0,7,0
26,Yes,Travel_Rarely,Sales,6,4,4,Male,2,Sales Executive,4,Single,5828,1,Y,Yes,12,2,0,8,0,3,8,7,7,4,0
33,No,Travel_Rarely,Research & Development,23,3,4,Female,3,Research Scientist,2,Married,2756,1,Y,No,13,4,1,8,5,3,8,7,1,6,0
42,No,Travel_Frequently,Research & Development,3,1,2,Male,3,Research Scientist,4,Single,2515,5,Y,Yes,14,4,0,8,2,3,2,1,2,2,0
59,No,Travel_Rarely,Research & Development,3,3,3,Female,2,Manufacturing Director,4,Single,13726,3,Y,Yes,13,1,0,30,4,3,5,3,4,3,0
26,No,Travel_Rarely,Human Resources,40,1,3,Female,3,Human Resources,3,Married,2942,1,Y,No,23,4,1,8,3,3,8,7,5,7,1
31,No,Travel_Rarely,Research & Development,6,3,1,Female,4,Laboratory Technician,3,Divorced,3978,8,Y,No,12,2,1,4,0,2,2,2,2,2,0
34,No,Travel_Frequently,Research & Development,26,4,3,Female,2,Research Scientist,4,Single,2553,1,Y,No,16,3,0,6,3,3,5,2,1,3,0
25,No,Travel_Rarely,Sales,16,4,3,Male,3,Sales Executive,4,Single,4950,0,Y,No,14,2,0,5,4,3,4,3,1,1,0
36,No,Travel_Rarely,Sales,27,2,3,Male,2,Sales Executive,2,Married,5507,2,Y,No,16,3,2,12,1,1,4,2,1,3,0
39,No,Travel_Rarely,Research & Development,31,4,4,Male,3,Research Scientist,4,Divorced,3902,8,Y,No,14,2,3,7,2,3,2,2,2,2,0
41,No,Travel_Rarely,Sales,14,1,3,Male,3,Sales Executive,3,Divorced,8189,3,Y,Yes,13,3,1,12,2,3,9,7,0,7,0
20,Yes,Travel_Rarely,Research & Development,18,3,4,Female,2,Research Scientist,1,Single,2600,1,Y,Yes,15,1,0,1,2,3,1,0,0,0,0
36,No,Travel_Rarely,Sales,18,4,2,Female,2,Sales Executive,4,Married,6652,4,Y,No,13,1,1,8,2,2,6,3,0,0,0
36,No,Non-Travel,Research & Development,39,4,2,Female,3,Laboratory Technician,2,Married,5674,7,Y,No,15,3,1,11,3,3,9,8,0,8,0
55,Yes,Travel_Rarely,Research & Development,3,3,4,Male,3,Manager,1,Married,19859,5,Y,Yes,13,4,1,24,2,3,5,2,1,4,0
26,No,Travel_Rarely,Research & Development,2,3,3,Male,3,Laboratory Technician,1,Single,2867,0,Y,No,13,4,0,8,6,2,7,7,7,6,0
36,No,Travel_Rarely,Research & Development,43,3,3,Male,3,Healthcare Representative,3,Married,5237,6,Y,No,13,2,2,17,3,2,7,7,7,7,0
33,Yes,Travel_Rarely,Research & Development,3,2,1,Female,3,Laboratory Technician,1,Married,2707,7,Y,No,20,1,0,13,3,4,9,7,1,7,1
29,No,Travel_Frequently,Research & Development,2,4,2,Male,1,Research Scientist,4,Divorced,2720,1,Y,No,18,4,1,10,5,3,10,7,2,8,0
32,No,Travel_Rarely,Sales,11,5,4,Male,3,Sales Executive,4,Married,9204,4,Y,No,12,3,1,7,3,2,4,3,0,3,0
35,No,Travel_Rarely,Research & Development,26,3,4,Male,3,Healthcare Representative,3,Married,7632,4,Y,Yes,12,3,0,10,2,3,8,7,0,0,0
43,No,Travel_Frequently,Sales,42,2,3,Male,3,Manager,4,Married,16959,1,Y,Yes,12,4,2,25,3,4,25,12,4,12,0
49,No,Travel_Rarely,Research & Development,40,4,3,Female,3,Laboratory Technician,1,Married,3211,1,Y,No,14,4,1,10,3,2,9,6,1,4,0
23,No,Travel_Rarely,Research & Development,6,1,3,Female,3,Laboratory Technician,2,Single,3295,1,Y,No,13,3,0,3,3,1,3,2,1,2,0
38,No,Travel_Rarely,Sales,16,4,3,Male,2,Sales Executive,3,Divorced,8740,0,Y,Yes,14,2,2,9,2,3,8,7,2,7,0
56,No,Travel_Rarely,Research & Development,6,4,4,Female,3,Manager,1,Divorced,19943,4,Y,No,13,4,1,28,2,3,5,2,4,2,0
49,No,Travel_Rarely,Research & Development,8,4,1,Male,3,Healthcare Representative,3,Married,6651,2,Y,No,14,2,1,20,0,2,3,2,1,2,0
20,Yes,Travel_Rarely,Sales,3,3,3,Female,2,Sales Representative,3,Single,2044,1,Y,No,13,4,0,2,3,2,2,2,0,2,0
48,No,Non-Travel,Research & Development,2,4,1,Male,4,Manager,4,Single,16885,2,Y,No,22,3,0,27,3,2,5,4,2,1,1
35,No,Non-Travel,Research & Development,18,2,3,Male,2,Healthcare Representative,1,Married,9884,2,Y,Yes,13,3,1,10,3,3,4,0,2,3,0
55,Yes,Travel_Rarely,Sales,21,4,1,Male,4,Sales Executive,3,Single,13695,6,Y,Yes,17,3,0,24,2,2,19,7,3,8,0
45,No,Travel_Rarely,Sales,6,2,3,Female,3,Sales Executive,1,Divorced,5006,4,Y,Yes,11,1,1,9,3,4,5,4,0,3,0
44,No,Travel_Rarely,Research & Development,45,3,4,Male,3,Research Director,1,Married,16328,3,Y,No,13,3,1,24,1,4,20,6,14,17,0
39,No,Travel_Frequently,Research & Development,13,1,3,Female,3,Laboratory Technician,3,Married,3755,1,Y,No,11,1,1,8,3,3,8,3,0,7,0
24,Yes,Travel_Rarely,Research & Development,27,2,4,Female,3,Laboratory Technician,2,Married,2210,1,Y,No,13,1,1,1,3,1,1,0,0,0,0
34,No,Travel_Frequently,Research & Development,2,3,4,Male,2,Healthcare Representative,1,Single,5343,0,Y,No,20,3,0,14,3,3,13,9,4,9,1
27,No,Travel_Rarely,Research & Development,8,1,3,Male,2,Research Director,4,Divorced,12808,1,Y,Yes,16,2,1,9,3,3,9,8,0,8,0
32,No,Travel_Rarely,Research & Development,8,2,4,Female,2,Research Scientist,2,Married,5878,3,Y,No,12,1,1,12,2,3,7,1,2,5,0
40,No,Travel_Rarely,Sales,3,4,3,Female,3,Manager,3,Married,18041,0,Y,No,14,4,0,21,2,3,20,15,1,12,0
32,Yes,Travel_Frequently,Research & Development,8,2,1,Female,4,Research Scientist,3,Single,2432,3,Y,Yes,14,1,0,8,2,3,4,1,0,3,0
28,No,Travel_Rarely,Research & Development,2,3,1,Male,2,Research Scientist,3,Divorced,1563,1,Y,No,14,4,1,1,2,1,1,0,0,0,0
38,No,Travel_Rarely,Research & Development,3,4,4,Male,3,Manufacturing Director,3,Married,6553,9,Y,No,14,2,0,14,3,3,1,0,0,0,0
27,No,Travel_Frequently,Research & Development,2,1,3,Male,2,Manufacturing Director,1,Married,4298,5,Y,No,19,3,1,6,1,3,2,2,2,0,0
39,No,Travel_Frequently,Research & Development,35,3,4,Female,3,Manufacturing Director,1,Single,10880,1,Y,Yes,13,3,0,21,2,3,21,6,2,8,0
41,No,Travel_Rarely,Sales,13,3,3,Female,3,Sales Executive,2,Married,4393,5,Y,No,21,3,1,14,3,3,5,4,1,4,1
31,No,Non-Travel,Sales,32,2,4,Female,3,Sales Executive,3,Married,6932,1,Y,No,13,4,1,9,2,2,9,8,0,0,0
37,No,Travel_Rarely,Sales,26,4,4,Male,2,Sales Executive,3,Divorced,6334,4,Y,No,19,4,2,9,2,3,1,0,0,0,0
38,No,Travel_Frequently,Research & Development,2,3,4,Male,3,Research Scientist,4,Married,4735,7,Y,No,15,4,2,19,4,4,13,11,2,9,0
35,No,Travel_Rarely,Research & Development,2,3,4,Male,2,Laboratory Technician,1,Single,2450,1,Y,No,19,2,0,3,3,3,3,0,1,2,0
24,No,Travel_Frequently,Research & Development,3,1,1,Female,3,Research Scientist,4,Single,3760,1,Y,Yes,13,3,0,6,2,3,6,3,1,3,0
53,No,Travel_Rarely,Sales,3,2,3,Male,3,Manager,3,Divorced,14852,6,Y,No,13,3,1,22,3,4,17,13,15,2,0
34,No,Travel_Rarely,Research & Development,5,3,4,Female,3,Research Scientist,2,Divorced,5433,1,Y,No,12,3,1,11,2,3,11,8,7,9,0
40,No,Travel_Rarely,Research & Development,3,2,3,Female,3,Laboratory Technician,1,Married,3377,4,Y,No,17,4,1,7,5,2,4,3,0,2,0
34,No,Travel_Rarely,Sales,11,2,2,Male,3,Sales Representative,3,Married,2308,0,Y,Yes,25,2,1,12,4,3,11,10,5,7,1
25,Yes,Travel_Rarely,Sales,8,3,3,Male,2,Sales Executive,3,Single,5744,1,Y,Yes,11,4,0,6,1,3,6,4,0,3,0
41,Yes,Travel_Rarely,Research & Development,3,4,2,Female,1,Laboratory Technician,4,Divorced,2778,4,Y,Yes,13,3,1,10,1,2,7,7,1,0,0
58,Yes,Travel_Rarely,Research & Development,3,3,4,Male,3,Research Scientist,3,Single,2479,4,Y,No,24,1,0,7,4,3,1,0,0,0,1
36,No,Travel_Rarely,Human Resources,13,3,1,Male,2,Human Resources,1,Married,2342,0,Y,No,21,3,0,6,3,1,5,4,0,3,1
27,No,Travel_Rarely,Research & Development,6,2,1,Male,3,Research Scientist,3,Divorced,2517,1,Y,No,11,2,3,5,2,3,5,3,0,3,0
24,No,Travel_Frequently,Human Resources,16,3,1,Male,3,Human Resources,4,Married,2145,0,Y,No,14,4,1,3,2,3,2,2,2,1,0
25,No,Travel_Rarely,Sales,42,1,3,Female,3,Sales Executive,4,Single,6180,1,Y,No,23,2,0,6,5,2,6,5,1,4,1
28,No,Travel_Rarely,Sales,14,4,2,Male,3,Sales Executive,4,Single,5253,1,Y,No,16,4,0,7,1,3,7,5,0,7,0
28,No,Travel_Rarely,Research & Development,24,2,1,Male,3,Laboratory Technician,3,Divorced,2207,1,Y,No,16,4,1,4,5,2,4,2,2,2,0
35,No,Travel_Rarely,Research & Development,43,4,4,Male,3,Manufacturing Director,3,Married,6883,2,Y,No,16,2,1,17,3,3,7,7,0,7,0
49,Yes,Travel_Frequently,Research & Development,45,2,1,Male,2,Laboratory Technician,1,Single,4284,3,Y,No,20,1,0,20,2,3,4,3,1,3,1
43,No,Travel_Rarely,Research & Development,3,2,4,Female,4,Research Scientist,3,Divorced,2645,1,Y,No,12,4,2,6,3,2,5,3,1,4,0
38,No,Travel_Rarely,Research & Development,16,3,2,Female,1,Research Director,3,Married,13206,3,Y,No,12,1,1,20,3,3,18,16,1,11,0
32,No,Travel_Rarely,Research & Development,3,1,4,Male,2,Laboratory Technician,1,Single,2176,4,Y,No,13,4,0,9,5,3,6,2,0,4,0
45,No,Travel_Frequently,Research & Development,11,3,1,Male,3,Laboratory Technician,1,Divorced,5210,1,Y,No,18,1,1,24,2,3,24,9,9,11,0
35,No,Travel_Rarely,Research & Development,11,3,3,Male,3,Manufacturing Director,3,Single,10221,3,Y,No,21,2,0,17,3,4,8,5,1,6,1
49,No,Travel_Rarely,Research & Development,10,1,3,Female,2,Healthcare Representative,3,Married,13966,2,Y,Yes,19,2,1,30,3,3,15,11,2,12,0
55,No,Travel_Rarely,Research & Development,6,4,4,Male,3,Healthcare Representative,3,Married,4035,0,Y,Yes,16,2,0,4,2,3,3,2,1,2,0
41,Yes,Travel_Frequently,Sales,6,3,1,Male,3,Sales Executive,2,Single,9355,1,Y,No,18,3,0,8,5,3,8,7,7,7,0
26,No,Travel_Rarely,Research & Development,5,4,1,Male,4,Laboratory Technician,4,Married,4420,1,Y,No,22,2,1,8,2,3,8,7,0,7,1
34,No,Travel_Rarely,Research & Development,2,3,4,Female,2,Laboratory Technician,2,Married,3294,5,Y,No,17,1,1,7,2,2,5,4,0,2,0
55,No,Travel_Rarely,Research & Development,2,4,2,Male,4,Research Director,4,Divorced,14732,2,Y,No,13,4,2,31,4,4,7,7,0,0,0
38,No,Travel_Frequently,Research & Development,11,3,4,Male,4,Research Scientist,3,Divorced,2610,1,Y,No,11,4,3,4,2,3,4,2,0,3,0
38,No,Travel_Rarely,Sales,16,2,1,Female,3,Sales Executive,4,Married,5343,1,Y,No,11,3,1,10,1,3,10,7,1,9,0
28,Yes,Travel_Rarely,Research & Development,3,4,1,Male,3,Laboratory Technician,3,Single,3485,2,Y,No,11,3,0,5,5,1,0,0,0,0,0
